portrait hieroglyphique;JGC p.149;;;;
portrait-charge;JGC p.312 JGC p.527;;;ref to p.146;
portraits en piqûres d’épingles;JAL;;;;
portrait-silhouette;JGC p.211 JGC p.530;;;ref to p.300;
posters publicitaires placardés;(CC18/13/16 p.55) JAL;;;;
poupée en papier à découper et à habiller;(CC 4/3/16 p.46) JAL;;;;
pousse-pousse;(CC 4/3/16 p.60) JAL;;;;
présentoir cartonné;(CC 7/12/07 p.35) JAL;;;;
prêt à poster;(CC 7/12/07 p.18) JAL;;;;
'prière d''insérer';AM;;;;
programme de cirque;(CC 7/12/07 p.35) JAL;;;;
programme de fête;JGC p.75;;;;
programme de la musique;JGC p.526;;;ref to p.94;
programme de mariage;TDTR;;;;
programme de soirée;JGC p.75 JGC p.482;;;;
programme illustré des musiques militaires ;JAL;;;;
programme ornée (théâtre);JAL;;;;
programme théatrale;(CC 4/3/16 p.39) JAL;;;;
promesse de payer au porteur;JGC p.376;;;;
prospectus d’une loterie;JGC p.385;;;;
prospectus de brasseries;JGC p.431;;;;
prospectus de journaux;JGC p.431;;;deéinitions p.431;
prospectus de librairie;JGC p.497 AM;;;NB formulaire;
prospectus de loterie;JGC p.375;;;;
prospectus de magasins à confection;JGC p.431;;;;
prospectus industriel;AM;;;;
prospectus-affiche;JGC p.421;;;;
prospectus-image;JGC p.431;;;;
prospectus-rébus;JGC p.534;;;ref to p.447;
prospectus-réclame;JGC p.534;;;ref to p.450;
proverbes parlants;JGC p.346;;;;
publicité;JGC p.402;;;;
publicité de journal;JGC p.502;;;;
publicité fixe;JGC p.456;;;;
publicité volante;JGC p.456;;;;
puzzles en bois;(CC18/13/16 p.6) JAL;;;;
pyrogènes;(CC18/13/16 p.30?) JAL;;;;
question;JGC p.311;;;?;
quittance d’abonnement;JGC p.492;;;;
quittance de l’imposition des boues et lanterns;JGC p.400;;;;
quittance de loyer;JGC p.x;;;;
quittance de marchandises;JGC p.533;;;ref to p.398;
quittance de reception de marchandises;JGC p.398;;;;
quodlibet;TDTR;;;;
rébus en feuille volante;JGC p.342;;;avec definition;
rébus légende;JGC p.346;;;;
récapitulatif;(CC18/13/16 p.55) JAL;;;;
récépissé;(Afnor) JGC p.395;;;;
réclame;(CC 7/12/07 p.33) JAL JGC (CC18/13/16 p.57) JGC p.368 JGC p.xiii;;;commentaire p. 372;
réclame commerciale;JGC p.186;;;;
récompense;(Afnor);;;;
reconnaissance d’action;JGC p.375;;;;
reçu de chargement postal;JGC p.401;;;;
reçu de chargement postal (Consulat);JGC p.533;;;ref to p.401;
redevance TV;TDTR;;;;
'registe d''écrou';AN AM;;;;
registre civique;AN AM;;;;
registre de commerce;ABMP;;;;MT
registre de condoléances;TDTR;;;;
registre des insituations?;AN AM;;;;
'registre d''inscription hypothécaire';AN AM;;;;
registre du centième denier;AN AM;;;;
registre matricule;AN AM;;;;
registre paroissal;AN AM;;;;
règlement d’entreprise;TDTR;;;;
règles;JGC p.227;;;;
rhodoïd transparent;(Petit 1997:18) AM;;;;
rôle de navire de commerce;AN AM;;;;
'rôle d''équipage';AN AM;;;;
rubans publicitaires;(CC18/13/16 p.57) JAL;;;;
sentence;AN AM;;;;
signet;(Afnor);;;;
sommier des amendes;AN AM;;;;
souhaits de la garde nationale;(JGC p.30) ;;;;
souvenir historique;(CC18/13/16 p.30) JAL;;;;
specimen;JAL;;;;
spécimen d’effet de commerce;JGC p.384;;;;
specimen de billet de banque;JGC p.378;;;;
succession vacante;AN AM;;;;
table décennale;AN AM;;;;
tableau annonce;MT;;;;
tableau changeant;JGC p.164;;;;
tableau d’écritures;JGC p.158;;;;
'tableau d''enseignement';(Afnor);;;;
tableau en écriture;JGC p.157;;;;
tableau généalogique;(Afnor);;;;
tablier;TDTR;;;;
taquins;(CC 4/3/16 p.60) JAL;;;;
tarot;(Afnor) JGC p.199;;;;
télécarte;(CC18/13/16 p.22) JAL (CC 7/12/07 p.35);;;;
témoignage de sympathie;(CC18/13/16 p.55) JAL;;;;
thermomètre allégorique;JGC p.323;;;;
thermomètre du sentiment;JGC p.323;;;;
thèse;JGC p.ii;;;;
thèse ornée;JGC p.229;;;;
'ticket d''alimentation';TLF;;;;
ticket d’exposition;JGC p.ii JGC p.375;;;;
ticket de bagages;TLF;;;;
ticket de caisse;TDTR, TLF;;;;
ticket de cantine;TLF;;;;
ticket de chaise;TDTR;;;;
ticket de loterie;TLF;;;;
ticket de PMU;;;;;
ticket repas;TLF;;;;
ticket restaurant;TLF;;;;
ticket de tiercé;AM, TLF;;;;
ticket à grater;(CC 7/12/07 p.35) JAL;;;;
ticket de rationnements;(CC 7/12/07 p.18) JAL;;;;
ticket RDJ;(CC18/13/16 p.54) JAL;;;;
ticket vacances;TLF;;;;
timbre de collection;(CC18/13/16 p.30) JAL;;;;
timbre postale;(Afnor);;;;
titre de rente;JGC p.380;;;;
titre-couverture;JGC p.496;;;;
tôle lithographiée ou peinte;(CC18/13/16 p.10) JAL;;;;
transformations de costume;JGC p.452;;;;
trompe-l’oeil;JGC p.379;;;;
truffage bibliophilique;AM;;;;
typon;(Afnor);;;;
tyrosémiophile;(CC 7/12/07 p.18) JAL;;;;
valeur fiduciaire;AM;;;;
variété;AM;;;;
vide-poche publicitaire;(CC 4/3/16 p.59) JAL;;;;
vignette;TDTR (CC18/13/16 p.55) JAL (Afnor);;;;
vignette de boîte à bonbons;JGC p.349;;;;
vignette de boîte d’allumettes;JGC p.349;;;;
vignette du transfigurateur;JGC p.305;;;;
vignette pour boîte;JGC p.532;;;ref to p.358;
vignette-réclame;JGC p.431;;;;
visionneuse stéréoscopique en bois;(CC 4/3/16 p.23) JAL;;;;
vue d’optique;JGC p.xv (Afnor) JGC p.304;;;;
